id,observed_on,time_observed_at,scientific_name,common_name,taxon_id
191765144,2023-11-22,2023-11-22 15:22:20 UTC,Buteo jamaicensis,Red-tailed Hawk,5212
191790588,2023-08-30,2023-08-30 13:05:00 UTC,Chondestes grammacus,Lark Sparrow,10479
191850959,2023-11-22,2023-11-22 19:57:19 UTC,Anser anser domesticus,Domestic Greylag Goose,120479
191955600,2023-11-24,2023-11-24 15:36:16 UTC,Buteo jamaicensis,Red-tailed Hawk,5212
192280225,2023-11-26,2023-11-26 18:33:00 UTC,Myiarchus cinerascens,Ash-throated Flycatcher,16010
192280290,2023-11-26,2023-11-26 18:30:00 UTC,Certhia americana,Brown Creeper,7458
192292898,2023-11-26,2023-11-26 19:33:00 UTC,Podilymbus podiceps,Pied-billed Grebe,4246
192494728,2023-11-28,2023-11-28 20:51:00 UTC,Myiarchus cinerascens,Ash-throated Flycatcher,16010
192656735,2023-11-30,2023-11-30 18:36:19 UTC,Zenaida macroura,Mourning Dove,3454
192688543,2023-11-30,2023-11-30 21:17:00 UTC,Mimus polyglottos,Northern Mockingbird,14886
192688545,2023-11-30,2023-11-30 21:21:00 UTC,Melospiza melodia,Song Sparrow,9100
192688547,2023-11-30,2023-11-30 21:37:00 UTC,Branta canadensis,Canada Goose,7089
192747661,2023-12-01,2023-12-01 20:08:00 UTC,Aythya collaris,Ring-necked Duck,7044
192849669,2023-12-02,2023-12-02 17:02:23 UTC,Columba livia domestica,Feral Pigeon,122767
192867898,2023-11-26,2023-11-26 19:53:00 UTC,Myiarchus cinerascens,Ash-throated Flycatcher,16010
192938289,2023-12-03,2023-12-03 16:10:00 UTC,Strix varia,Barred Owl,19893
192944319,2023-12-03,2023-12-03 17:19:35 UTC,Myiarchus cinerascens,Ash-throated Flycatcher,16010
193059846,2023-12-04,2023-12-04 19:48:41 UTC,Anser anser domesticus,Domestic Greylag Goose,120479
193069758,2023-12-04,2023-12-04 18:24:25 UTC,Aythya affinis,Lesser Scaup,7054
193069939,2023-12-04,2023-12-04 17:14:37 UTC,Podilymbus podiceps,Pied-billed Grebe,4246
193069996,2023-12-04,2023-12-04 18:46:36 UTC,Certhia americana,Brown Creeper,7458
193070143,2023-12-04,2023-12-04 15:31:43 UTC,Leiothlypis celata,Orange-crowned Warbler,979757
193070320,2023-11-30,2023-11-30 16:41:34 UTC,Myiarchus cinerascens,Ash-throated Flycatcher,16010
193070964,2023-12-04,2023-12-04 17:55:20 UTC,Lophodytes cucullatus,Hooded Merganser,7109
193074791,2023-12-04,2023-12-04 19:32:00 UTC,Dryobates pubescens,Downy Woodpecker,792988
193128928,2023-12-04,2023-12-04 21:23:26 UTC,Accipiter cooperii,Cooper's Hawk,5112
193130864,2023-12-04,2023-12-04 21:23:00 UTC,Accipiter cooperii,Cooper's Hawk,5112
193130865,2023-12-04,2023-12-04 21:14:00 UTC,Lophodytes cucullatus,Hooded Merganser,7109
193130866,2023-12-04,2023-12-04 21:05:00 UTC,Passer domesticus,House Sparrow,13858
193130868,2023-12-04,2023-12-04 21:04:00 UTC,Passer domesticus,House Sparrow,13858
193130869,2023-12-04,2023-12-04 21:02:00 UTC,Mimus polyglottos,Northern Mockingbird,14886
193130870,2023-12-04,2023-12-04 20:32:00 UTC,Accipiter cooperii,Cooper's Hawk,5112
193130871,2023-12-04,2023-12-04 20:20:00 UTC,Melospiza melodia,Song Sparrow,9100
193130872,2023-12-04,2023-12-04 20:17:00 UTC,Buteo jamaicensis,Red-tailed Hawk,5212
193130874,2023-12-04,2023-12-04 19:52:00 UTC,Cygnus olor,Mute Swan,6921
193130875,2023-12-04,2023-12-04 19:50:00 UTC,Branta canadensis,Canada Goose,7089
193130876,2023-12-04,2023-12-04 20:11:00 UTC,Anas platyrhynchos,Mallard,6930
193130879,2023-12-04,2023-12-04 20:22:00 UTC,Cardinalis cardinalis,Northern Cardinal,9083
193152984,2023-12-05,2023-12-05 20:36:48 UTC,Meleagris gallopavo,Wild Turkey,906
193155527,2023-12-05,2023-12-05 21:25:00 UTC,Dryobates pubescens,Downy Woodpecker,792988
193155907,2023-12-05,2023-12-05 22:15:00 UTC,Haemorhous mexicanus,House Finch,199840
193242106,2023-11-25,2023-11-25 21:02:41 UTC,Meleagris gallopavo,Wild Turkey,906
193484420,2023-12-08,2023-12-08 18:11:00 UTC,Dryobates pubescens,Downy Woodpecker,792988
193504795,2023-12-09,2023-12-09 17:24:06 UTC,Meleagris gallopavo,Wild Turkey,906
193507863,2023-12-09,2023-12-09 17:54:41 UTC,Catharus guttatus,Hermit Thrush,12890
193588573,2023-12-09,2023-12-09 19:14:42 UTC,Meleagris gallopavo,Wild Turkey,906
193627859,2023-12-10,2023-12-10 18:43:00 UTC,Lophodytes cucullatus,Hooded Merganser,7109
193627862,2023-12-10,2023-12-10 18:30:00 UTC,Poecile atricapillus,Black-capped Chickadee,144815
193627863,2023-12-10,2023-12-10 18:27:00 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
193627864,2023-12-10,2023-12-10 18:28:00 UTC,Regulus satrapa,Golden-crowned Kinglet,117100
193627867,2023-12-10,2023-12-10 18:24:00 UTC,Regulus satrapa,Golden-crowned Kinglet,117100
193627871,2023-12-10,2023-12-10 18:23:00 UTC,Sturnus vulgaris,European Starling,14850
193627873,2023-12-10,2023-12-10 18:23:00 UTC,Turdus migratorius,American Robin,12727
193627874,2023-12-10,2023-12-10 18:13:00 UTC,Anas platyrhynchos,Mallard,6930
193627882,2023-12-10,2023-12-10 18:12:00 UTC,Branta canadensis,Canada Goose,7089
193627883,2023-12-10,2023-12-10 18:11:00 UTC,Anas crecca,Green-winged Teal,6937
193627884,2023-12-10,2023-12-10 18:01:00 UTC,Cardinalis cardinalis,Northern Cardinal,9083
193627886,2023-12-10,2023-12-10 18:00:00 UTC,Cyanocitta cristata,Blue Jay,8229
193627891,2023-12-10,2023-12-10 17:56:00 UTC,Turdus migratorius,American Robin,12727
193627892,2023-12-10,2023-12-10 17:54:00 UTC,Cyanocitta cristata,Blue Jay,8229
193627895,2023-12-10,2023-12-10 17:49:00 UTC,Spinus tristis,American Goldfinch,145310
193889899,2023-12-13,2023-12-13 18:42:39 UTC,Columba livia domestica,Feral Pigeon,122767
193890254,2023-12-13,2023-12-13 18:47:06 UTC,Columba livia domestica,Feral Pigeon,122767
193946781,2023-12-13,2023-12-13 15:02:25 UTC,Meleagris gallopavo,Wild Turkey,906
194012090,2023-12-14,2023-12-14 23:44:23 UTC,Meleagris gallopavo,Wild Turkey,906
194038760,2023-09-14,2023-09-14 11:35:00 UTC,Melospiza melodia melodia,Eastern Song Sparrow,515821
194038761,2023-09-14,2023-09-14 11:50:00 UTC,Buteo jamaicensis borealis,Eastern Red-tailed Hawk,494355
194038763,2023-09-14,2023-09-14 11:21:00 UTC,Vireo philadelphicus,Philadelphia Vireo,17364
194038764,2023-09-14,2023-09-14 11:50:00 UTC,Buteo jamaicensis borealis,Eastern Red-tailed Hawk,494355
194233280,2023-12-17,2023-12-17 22:22:00 UTC,Corthylio calendula,Ruby-crowned Kinglet,1289388
194390258,2023-12-19,2023-12-19 19:51:00 UTC,Anas platyrhynchos × cairina moschata,Mallard × Muscovy Duck,326092
194390459,2023-12-19,2023-12-19 19:50:00 UTC,Branta canadensis,Canada Goose,7089
194452691,2023-12-20,2023-12-20 20:11:00 UTC,Haemorhous mexicanus,House Finch,199840
194452947,2023-12-20,2023-12-20 21:00:00 UTC,Melospiza melodia,Song Sparrow,9100
194453278,2023-12-20,2023-12-20 20:54:00 UTC,Regulus satrapa,Golden-crowned Kinglet,117100
194542505,2023-12-20,2023-12-20 21:49:13 UTC,Meleagris gallopavo,Wild Turkey,906
194645137,2023-12-22,2023-12-22 15:15:31 UTC,Podilymbus podiceps,Pied-billed Grebe,4246
194645222,2023-12-22,2023-12-22 17:11:37 UTC,Catharus guttatus,Hermit Thrush,12890
194645278,2023-12-09,2023-12-09 15:49:00 UTC,Passerella iliaca,Fox Sparrow,9156
194645313,2023-12-09,2023-12-09 18:30:42 UTC,Leiothlypis celata,Orange-crowned Warbler,979757
194827644,2023-12-25,2023-12-25 18:13:09 UTC,Cygnus olor,Mute Swan,6921
194844433,2023-12-25,2023-12-25 21:16:00 UTC,Ardea herodias,Great Blue Heron,4956
194847583,2023-11-13,2023-11-13 20:16:00 UTC,Meleagris gallopavo,Wild Turkey,906
194982203,2023-12-26,2023-12-26 20:28:00 UTC,Gavia immer,Common Loon,4626
194982204,2023-12-26,2023-12-26 20:35:00 UTC,Dryobates villosus,Hairy Woodpecker,792990
194982205,2023-12-26,2023-12-26 20:48:00 UTC,Buteo jamaicensis,Red-tailed Hawk,5212
195028696,2023-12-27,2023-12-27 21:58:00 UTC,Corthylio calendula,Ruby-crowned Kinglet,1289388
195183091,2023-12-29,2023-12-29 17:07:00 UTC,Junco hyemalis,Dark-eyed Junco,10094
195183096,2023-12-29,2023-12-29 17:07:00 UTC,Melospiza melodia,Song Sparrow,9100
195183100,2023-12-29,2023-12-29 17:07:00 UTC,Cardinalis cardinalis,Northern Cardinal,9083
195183103,2023-12-29,2023-12-29 17:07:00 UTC,Turdus migratorius,American Robin,12727
195183106,2023-12-29,2023-12-29 17:07:00 UTC,Sturnus vulgaris,European Starling,14850
195183114,2023-12-29,2023-12-29 17:07:00 UTC,Melospiza melodia,Song Sparrow,9100
195265167,2023-12-30,2023-12-30 13:49:32 UTC,Meleagris gallopavo,Wild Turkey,906
195272338,2023-12-30,2023-12-30 13:40:00 UTC,Spinus tristis,American Goldfinch,145310
195272685,2023-12-30,2023-12-30 13:44:00 UTC,Podilymbus podiceps,Pied-billed Grebe,4246
195272961,2023-12-30,2023-12-30 14:28:00 UTC,Ardea herodias,Great Blue Heron,4956
195273493,2023-12-30,2023-12-30 14:54:00 UTC,Mimus polyglottos,Northern Mockingbird,14886
195273494,2023-12-30,2023-12-30 14:54:00 UTC,Regulus satrapa,Golden-crowned Kinglet,117100
195273495,2023-12-30,2023-12-30 14:54:00 UTC,Spizelloides arborea,American Tree Sparrow,474210
195274754,2023-12-30,2023-12-30 14:14:00 UTC,Junco hyemalis,Dark-eyed Junco,10094
195362562,2023-12-30,2023-12-31 03:33:04 UTC,Accipiter cooperii,Cooper's Hawk,5112
195394363,2023-12-31,2023-12-31 18:10:00 UTC,Melospiza melodia,Song Sparrow,9100
195394366,2023-12-31,2023-12-31 17:58:00 UTC,Cardinalis cardinalis,Northern Cardinal,9083
195394370,2023-12-31,2023-12-31 17:58:00 UTC,Passer domesticus,House Sparrow,13858
195411759,2023-12-31,2023-12-31 18:44:06 UTC,Bucephala albeola,Bufflehead,6993
195411820,2023-12-31,2023-12-31 19:30:46 UTC,Aythya affinis,Lesser Scaup,7054
195411896,2023-12-31,2023-12-31 19:24:10 UTC,Cygnus olor,Mute Swan,6921
195411983,2023-12-31,2023-12-31 19:02:57 UTC,Zonotrichia albicollis,White-throated Sparrow,9184
195412010,2023-12-31,2023-12-31 19:01:31 UTC,Dryobates pubescens,Downy Woodpecker,792988
195422236,2023-12-31,2023-12-31 19:18:29 UTC,Cyanocitta cristata,Blue Jay,8229
195510980,2023-08-21,2023-08-21 06:45:00 UTC,Spinus tristis,American Goldfinch,145310
195602066,2023-12-31,2023-12-31 21:08:30 UTC,Lophodytes cucullatus,Hooded Merganser,7109
195811696,2023-12-23,2023-12-23 18:14:52 UTC,Meleagris gallopavo,Wild Turkey,906
197485091,2023-06-14,2023-06-14 14:02:00 UTC,Branta canadensis,Canada Goose,7089
197485095,2023-06-14,2023-06-14 14:04:00 UTC,Branta canadensis,Canada Goose,7089
197485100,2023-06-14,2023-06-14 14:17:00 UTC,Nannopterum auritum,Double-crested Cormorant,1454382
197486847,2023-06-14,2023-06-14 14:31:00 UTC,Turdus migratorius,American Robin,12727
197486848,2023-06-14,2023-06-14 15:26:00 UTC,Haemorhous mexicanus,House Finch,199840
200644160,2023-08-29,2023-08-29 21:22:49 UTC,Branta canadensis,Canada Goose,7089
200959776,2023-11-26,2023-11-26 14:16:00 UTC,Corvus corax,Common Raven,8010
200961680,2023-12-04,2023-12-04 14:31:00 UTC,Myiarchus cinerascens,Ash-throated Flycatcher,16010
202347202,2023-07-03,2023-07-03 12:01:21 UTC,Meleagris gallopavo,Wild Turkey,906
203397890,2023-12-09,2023-12-09 18:38:56 UTC,Podilymbus podiceps,Pied-billed Grebe,4246
204958748,2023-10-22,2023-10-22 21:02:51 UTC,Meleagris gallopavo,Wild Turkey,906
205473223,2023-06-13,2023-06-13 22:38:01 UTC,Ardea herodias,Great Blue Heron,4956
206687583,2023-12-17,2023-12-17 15:32:59 UTC,Meleagris gallopavo,Wild Turkey,906
209101992,2023-04-26,2023-04-26 23:18:36 UTC,Bubo virginianus,Great Horned Owl,20044
220571538,2023-09-30,2023-09-30 19:15:54 UTC,Sturnus vulgaris,European Starling,14850
221930168,2023-11-03,2023-11-03 12:44:12 UTC,Buteo jamaicensis,Red-tailed Hawk,5212
223004812,2023-09-12,2023-09-12 15:52:07 UTC,Ardea herodias,Great Blue Heron,4956
225232542,2023-04-01,2023-04-01 18:48:21 UTC,Meleagris gallopavo,Wild Turkey,906
227003497,2023-09-23,2023-09-23 11:05:55 UTC,Meleagris gallopavo,Wild Turkey,906
228884693,2023-04-03,2023-04-03 21:50:08 UTC,Branta canadensis,Canada Goose,7089
238536518,2023-08-24,2023-08-24 12:11:00 UTC,Cyanocitta cristata,Blue Jay,8229
238537292,2023-08-24,2023-08-24 12:41:00 UTC,Sturnus vulgaris,European Starling,14850
